"no","State","mean_score","mean_price","mean_value","freq"
"1","New South Wales",87.6941176470588,25.6235294117647,4.77811606000642,85
"2","South Australia",89.0609480812641,38.8322046651618,3.87323450128765,1329
"3","Tasmania",89.0714285714286,36.5238095238095,2.98863798082687,42
"4","Victoria",88.8698412698413,42.6063492063492,3.43038491552995,315
"5","Western Australia",88.9157894736842,33.5789473684211,3.77799785556457,285
